don,WFP
don,UNHCR
don,IOM
don,UNDP
don,IDA
don,AFD
don,BID
don,SIDA
don,ACF
don,ECHO
don,AFENET
don,CROIX_ROUGE
don,CARE
don,NMFA
don,BM
fpt,1
fpt,2
fpt,5
lnk,3
lnk,4
lnk,5
kyf,3
org,ALDA
org,IRC
org,RCPCA
org,FAO
org,PRDRLT
org,RVCP
org,AS
org,PDE
org,DH
org,CC
org,ACEE
org,APE
org,ALVFF
org,CH
org,RAFDLC
org,PNDP
org,CNNCA
